TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2019-20 Sem 1,UG,JMSC1003,1A,2019-09-06,2019-10-11,,,,,FRI,,,201,15:30,16:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1003,1A,2019-10-21,2019-11-25,MON,,,,,,,EH101,09:30,11:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1003,1A,2019-10-25,2019-11-29,,,,,FRI,,,201,15:30,16:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1003,1B,2019-09-02,2019-09-30,MON,,,,,,,EH101,09:30,11:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1003,1B,2019-09-06,2019-10-11,,,,,FRI,,,201,16:30,17:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1003,1B,2019-10-21,2019-11-25,MON,,,,,,,EH101,09:30,11:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1003,1B,2019-10-25,2019-11-29,,,,,FRI,,,201,16:30,17:20,Fundamental of data journalism,Journalism and Media Studies C,"Fu,King Wa"
2019-20 Sem 1,UG,JMSC1005,1A,2019-09-03,2019-09-24,,TUE,,,,,,201,14:30,16:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
2019-20 Sem 1,UG,JMSC1005,1A,2019-09-03,2019-09-24,,TUE,,,,,,EH102,12:30,13:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
2019-20 Sem 1,UG,JMSC1005,1A,2019-10-08,2019-10-08,,TUE,,,,,,201,14:30,16:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
2019-20 Sem 1,UG,JMSC1005,1A,2019-10-08,2019-10-08,,TUE,,,,,,EH102,12:30,13:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
2019-20 Sem 1,UG,JMSC1005,1A,2019-10-22,2019-11-26,,TUE,,,,,,201,14:30,16:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
2019-20 Sem 1,UG,JMSC1005,1A,2019-10-22,2019-11-26,,TUE,,,,,,EH102,12:30,13:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
2019-20 Sem 1,UG,JMSC1005,1B,2019-09-03,2019-09-24,,TUE,,,,,,201,16:30,18:20,Reporting and writing,Journalism and Media Studies C,"Bray,Marianne Francoise"
