TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2019-20 Sem 2,UG,POLI4109,2G,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Capstone experience: directed project in politics and public administration,Dept of Politics & Public Admi,
2019-20 Sem 2,UG,POLI4109,2H,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Capstone experience: directed project in politics and public administration,Dept of Politics & Public Admi,
2019-20 Sem 2,UG,PORT1001,2C,2020-01-20,2020-01-20,MON,,,,,,,CPD-4.16,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-01-24,2020-01-24,,,,,FRI,,,CPD-LG.09,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-02-03,2020-03-02,MON,,,,,,,CPD-4.16,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-02-07,2020-03-06,,,,,FRI,,,CPD-LG.09,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-03-20,2020-04-03,,,,,FRI,,,CPD-LG.09,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-03-23,2020-04-06,MON,,,,,,,CPD-4.16,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-04-17,2020-04-24,,,,,FRI,,,CPD-LG.09,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1001,2C,2020-04-20,2020-04-27,MON,,,,,,,CPD-4.16,12:30,14:20,Portuguese I.1,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2A,2020-01-21,2020-01-21,,TUE,,,,,,CPD-1.45,16:30,18:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2A,2020-01-23,2020-01-23,,,,THU,,,,CPD-1.45,16:30,18:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2A,2020-02-04,2020-03-03,,TUE,,,,,,CPD-1.45,16:30,18:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2A,2020-02-06,2020-03-05,,,,THU,,,,CPD-1.45,16:30,18:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2A,2020-03-17,2020-04-28,,TUE,,,,,,CPD-1.45,16:30,18:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2A,2020-03-19,2020-04-23,,,,THU,,,,CPD-1.45,16:30,18:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-01-20,2020-01-20,MON,,,,,,,CPD-1.43,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-01-24,2020-01-24,,,,,FRI,,,CPD-1.45,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-02-03,2020-03-02,MON,,,,,,,CPD-1.43,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-02-07,2020-03-06,,,,,FRI,,,CPD-1.45,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-03-20,2020-04-03,,,,,FRI,,,CPD-1.45,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-03-23,2020-04-06,MON,,,,,,,CPD-1.43,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-04-17,2020-04-24,,,,,FRI,,,CPD-1.45,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT1002,2B,2020-04-20,2020-04-27,MON,,,,,,,CPD-1.43,15:30,17:20,Portuguese I.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT2002,2A,2020-01-21,2020-01-21,,TUE,,,,,,CPD-3.25,13:30,15:20,Portuguese II.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT2002,2A,2020-01-23,2020-01-23,,,,THU,,,,CPD-3.25,13:30,15:20,Portuguese II.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT2002,2A,2020-02-04,2020-03-03,,TUE,,,,,,CPD-3.25,13:30,15:20,Portuguese II.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT2002,2A,2020-02-06,2020-03-05,,,,THU,,,,CPD-3.25,13:30,15:20,Portuguese II.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT2002,2A,2020-03-17,2020-04-28,,TUE,,,,,,CPD-3.25,13:30,15:20,Portuguese II.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT2002,2A,2020-03-19,2020-04-23,,,,THU,,,,CPD-3.25,13:30,15:20,Portuguese II.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT3002,2A,2020-01-22,2020-01-22,,,WED,,,,,CPD-2.40,14:30,16:20,Portuguese III.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT3002,2A,2020-02-05,2020-03-04,,,WED,,,,,CPD-2.40,14:30,16:20,Portuguese III.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PORT3002,2A,2020-03-18,2020-04-29,,,WED,,,,,CPD-2.40,14:30,16:20,Portuguese III.2,School of Modern Languages & C,"Botelho Amaro de Almeida,Dora Maria"
2019-20 Sem 2,UG,PSYC1001,2B,2020-01-21,2020-01-21,,TUE,,,,,,LE1,13:30,15:20,Introduction to psychology,Dept of Psychology,"Ng,Kin Shing Henry"
2019-20 Sem 2,UG,PSYC1001,2B,2020-02-04,2020-03-03,,TUE,,,,,,LE1,13:30,15:20,Introduction to psychology,Dept of Psychology,"Ng,Kin Shing Henry"
2019-20 Sem 2,UG,PSYC1001,2B,2020-03-17,2020-04-28,,TUE,,,,,,LE1,13:30,15:20,Introduction to psychology,Dept of Psychology,"Ng,Kin Shing Henry"
2019-20 Sem 2,UG,PSYC1004,2B,2020-01-21,2020-01-21,,TUE,,,,,,CPD-3.04,12:30,13:20,Introduction to quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC1004,2B,2020-01-23,2020-01-23,,,,THU,,,,CPD-3.04,12:30,13:20,Introduction to quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC1004,2B,2020-02-04,2020-03-03,,TUE,,,,,,CPD-3.04,12:30,13:20,Introduction to quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC1004,2B,2020-02-06,2020-03-05,,,,THU,,,,CPD-3.04,12:30,13:20,Introduction to quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC1004,2B,2020-03-17,2020-04-28,,TUE,,,,,,CPD-3.04,12:30,13:20,Introduction to quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC1004,2B,2020-03-19,2020-04-23,,,,THU,,,,CPD-3.04,12:30,13:20,Introduction to quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC2002,2A,2020-01-21,2020-01-21,,TUE,,,,,,CPD-3.28,16:30,18:20,Psychological testing and measurement,Dept of Psychology,"Gongvatana,Assawin"
2019-20 Sem 2,UG,PSYC2002,2A,2020-02-04,2020-03-03,,TUE,,,,,,CPD-3.28,16:30,18:20,Psychological testing and measurement,Dept of Psychology,"Gongvatana,Assawin"
2019-20 Sem 2,UG,PSYC2002,2A,2020-03-17,2020-04-28,,TUE,,,,,,CPD-3.28,16:30,18:20,Psychological testing and measurement,Dept of Psychology,"Gongvatana,Assawin"
2019-20 Sem 2,UG,PSYC2005,2A,2020-01-23,2020-01-23,,,,THU,,,,RHT,13:30,15:20,Introduction to counselling and therapeutic psychology,Dept of Psychology,"Chan,Christian Shaunlyn"
2019-20 Sem 2,UG,PSYC2005,2A,2020-02-06,2020-03-05,,,,THU,,,,RHT,13:30,15:20,Introduction to counselling and therapeutic psychology,Dept of Psychology,"Chan,Christian Shaunlyn"
2019-20 Sem 2,UG,PSYC2005,2A,2020-03-19,2020-04-23,,,,THU,,,,RHT,13:30,15:20,Introduction to counselling and therapeutic psychology,Dept of Psychology,"Chan,Christian Shaunlyn"
2019-20 Sem 2,UG,PSYC2009,2B,2020-01-24,2020-01-24,,,,,FRI,,,CPD-1.21,15:30,17:20,Life-span developmental psychology,Dept of Psychology,"Ho,Suk Han Connie"
2019-20 Sem 2,UG,PSYC2009,2B,2020-02-07,2020-03-06,,,,,FRI,,,CPD-1.21,15:30,17:20,Life-span developmental psychology,Dept of Psychology,"Ho,Suk Han Connie"
2019-20 Sem 2,UG,PSYC2009,2B,2020-03-20,2020-04-03,,,,,FRI,,,CPD-1.21,15:30,17:20,Life-span developmental psychology,Dept of Psychology,"Ho,Suk Han Connie"
2019-20 Sem 2,UG,PSYC2009,2B,2020-04-17,2020-04-24,,,,,FRI,,,CPD-1.21,15:30,17:20,Life-span developmental psychology,Dept of Psychology,"Ho,Suk Han Connie"
2019-20 Sem 2,UG,PSYC2019,2A,2020-01-23,2020-01-23,,,,THU,,,,RHT,16:30,18:20,Psychology of personality,Dept of Psychology,"Ng,Kin Shing Henry"
2019-20 Sem 2,UG,PSYC2019,2A,2020-02-06,2020-03-05,,,,THU,,,,RHT,16:30,18:20,Psychology of personality,Dept of Psychology,"Ng,Kin Shing Henry"
2019-20 Sem 2,UG,PSYC2019,2A,2020-03-19,2020-04-23,,,,THU,,,,RHT,16:30,18:20,Psychology of personality,Dept of Psychology,"Ng,Kin Shing Henry"
2019-20 Sem 2,UG,PSYC2020,2B,2020-01-21,2020-01-21,,TUE,,,,,,CPD-3.04,13:30,15:20,Fundamentals of social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC2020,2B,2020-02-04,2020-03-03,,TUE,,,,,,CPD-3.04,13:30,15:20,Fundamentals of social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC2020,2B,2020-03-17,2020-04-28,,TUE,,,,,,CPD-3.04,13:30,15:20,Fundamentals of social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC2051,2A,2020-01-21,2020-01-21,,TUE,,,,,,CPD-LG.18,10:30,12:20,Perception,Dept of Psychology,"Chang,Hue Fung Dorita"
2019-20 Sem 2,UG,PSYC2051,2A,2020-02-04,2020-03-03,,TUE,,,,,,CPD-LG.18,10:30,12:20,Perception,Dept of Psychology,"Chang,Hue Fung Dorita"
2019-20 Sem 2,UG,PSYC2051,2A,2020-03-17,2020-04-28,,TUE,,,,,,CPD-LG.18,10:30,12:20,Perception,Dept of Psychology,"Chang,Hue Fung Dorita"
2019-20 Sem 2,UG,PSYC2060,2B,2020-01-22,2020-01-22,,,WED,,,,,CPD-1.24,10:30,12:20,Research and quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC2060,2B,2020-02-05,2020-03-04,,,WED,,,,,CPD-1.24,10:30,12:20,Research and quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC2060,2B,2020-03-18,2020-04-29,,,WED,,,,,CPD-1.24,10:30,12:20,Research and quantitative methods in psychology,Dept of Psychology,"Yeung,Nai Chi"
2019-20 Sem 2,UG,PSYC2066,2A,2020-01-24,2020-01-24,,,,,FRI,,,CPD-2.37,12:30,14:20,Foundations of cognitive science,Dept of Psychology,"Hsiao,Hui Wen Janet"
2019-20 Sem 2,UG,PSYC2066,2A,2020-02-07,2020-03-06,,,,,FRI,,,CPD-2.37,12:30,14:20,Foundations of cognitive science,Dept of Psychology,"Hsiao,Hui Wen Janet"
2019-20 Sem 2,UG,PSYC2066,2A,2020-03-20,2020-04-03,,,,,FRI,,,CPD-2.37,12:30,14:20,Foundations of cognitive science,Dept of Psychology,"Hsiao,Hui Wen Janet"
2019-20 Sem 2,UG,PSYC2066,2A,2020-04-17,2020-04-24,,,,,FRI,,,CPD-2.37,12:30,14:20,Foundations of cognitive science,Dept of Psychology,"Hsiao,Hui Wen Janet"
2019-20 Sem 2,UG,PSYC2072,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Research internship in psychology I,Dept of Psychology,
2019-20 Sem 2,UG,PSYC2073,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Research internship in psychology II,Dept of Psychology,
2019-20 Sem 2,UG,PSYC2112,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Research internship in neuroscience,Dept of Psychology,
2019-20 Sem 2,UG,PSYC2113,2A,2020-01-21,2020-01-21,,TUE,,,,,,CPD-3.01,12:30,13:20,Introduction to brain imaging,Dept of Psychology,"Cheung,Sing Hang"
2019-20 Sem 2,UG,PSYC2113,2A,2020-01-23,2020-01-23,,,,THU,,,,CPD-3.01,12:30,13:20,Introduction to brain imaging,Dept of Psychology,"Cheung,Sing Hang"
2019-20 Sem 2,UG,PSYC2113,2A,2020-02-04,2020-03-03,,TUE,,,,,,CPD-3.01,12:30,13:20,Introduction to brain imaging,Dept of Psychology,"Cheung,Sing Hang"
2019-20 Sem 2,UG,PSYC2113,2A,2020-02-06,2020-03-05,,,,THU,,,,CPD-3.01,12:30,13:20,Introduction to brain imaging,Dept of Psychology,"Cheung,Sing Hang"
2019-20 Sem 2,UG,PSYC2113,2A,2020-03-17,2020-04-28,,TUE,,,,,,CPD-3.01,12:30,13:20,Introduction to brain imaging,Dept of Psychology,"Cheung,Sing Hang"
2019-20 Sem 2,UG,PSYC2113,2A,2020-03-19,2020-04-23,,,,THU,,,,CPD-3.01,12:30,13:20,Introduction to brain imaging,Dept of Psychology,"Cheung,Sing Hang"
2019-20 Sem 2,UG,PSYC3052,2D,2020-01-22,2020-01-22,,,WED,,,,,CPD-LG.09,10:30,12:20,Advanced social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC3052,2D,2020-02-05,2020-03-04,,,WED,,,,,CPD-LG.09,10:30,12:20,Advanced social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC3052,2D,2020-03-18,2020-04-29,,,WED,,,,,CPD-LG.09,10:30,12:20,Advanced social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC3052,2E,2020-01-21,2020-01-21,,TUE,,,,,,CPD-G.02,16:30,18:20,Advanced social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC3052,2E,2020-02-04,2020-03-03,,TUE,,,,,,CPD-G.02,16:30,18:20,Advanced social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC3052,2E,2020-03-17,2020-04-28,,TUE,,,,,,CPD-G.02,16:30,18:20,Advanced social psychology,Dept of Psychology,"Chen,Zhansheng"
2019-20 Sem 2,UG,PSYC3054,2A,2020-01-22,2020-01-22,,,WED,,,,,CPD-2.45,14:30,16:20,Human neuropsychology,Dept of Psychology,"Gongvatana,Assawin"
2019-20 Sem 2,UG,PSYC3054,2A,2020-02-05,2020-03-04,,,WED,,,,,CPD-2.45,14:30,16:20,Human neuropsychology,Dept of Psychology,"Gongvatana,Assawin"
2019-20 Sem 2,UG,PSYC3054,2A,2020-03-18,2020-04-29,,,WED,,,,,CPD-2.45,14:30,16:20,Human neuropsychology,Dept of Psychology,"Gongvatana,Assawin"
2019-20 Sem 2,UG,PSYC3061,2A,2020-01-22,2020-01-22,,,WED,,,,,CPD-LG.62,12:30,14:20,Advanced issues in perception,Dept of Psychology,"Chang,Hue Fung Dorita"
2019-20 Sem 2,UG,PSYC3061,2A,2020-02-05,2020-03-04,,,WED,,,,,CPD-LG.62,12:30,14:20,Advanced issues in perception,Dept of Psychology,"Chang,Hue Fung Dorita"
2019-20 Sem 2,UG,PSYC3061,2A,2020-03-18,2020-04-29,,,WED,,,,,CPD-LG.62,12:30,14:20,Advanced issues in perception,Dept of Psychology,"Chang,Hue Fung Dorita"
2019-20 Sem 2,UG,PSYC3064,2B,2020-01-22,2020-01-22,,,WED,,,,,CPD-2.45,12:30,14:20,Advanced developmental psychology,Dept of Psychology,
2019-20 Sem 2,UG,PSYC3064,2B,2020-02-05,2020-03-04,,,WED,,,,,CPD-2.45,12:30,14:20,Advanced developmental psychology,Dept of Psychology,
2019-20 Sem 2,UG,PSYC3064,2B,2020-03-18,2020-04-29,,,WED,,,,,CPD-2.45,12:30,14:20,Advanced developmental psychology,Dept of Psychology,
2019-20 Sem 2,UG,PSYC3068,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Advanced cognitive psychology,Dept of Psychology,
2019-20 Sem 2,UG,PSYC4007,FA,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Independent study in psychology,Dept of Psychology,
2019-20 Sem 2,UG,PSYC4008,FA,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Thesis in psychology,Dept of Psychology,
2019-20 Sem 2,UG,PSYC4068,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Research project in cognitive science,Dept of Psychology,
2019-20 Sem 2,UG,PSYC4101,FA,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Thesis in neuroscience,Dept of Psychology,
2019-20 Sem 2,UG,RECO2026,2A,2020-01-20,2020-01-20,MON,,,,,,,,14:30,17:20,Surveying studio 2,Dept of Real Estate & Construc,"Chan,King Chun Greg; Chan,Yee Shan Isabelle; Deng,Ying Katherine; Koh,Tas Yong; Li,Ling Hin; Ng,Fung Fai"
2019-20 Sem 2,UG,RECO2026,2A,2020-02-03,2020-03-02,MON,,,,,,,,14:30,17:20,Surveying studio 2,Dept of Real Estate & Construc,"Chan,King Chun Greg; Chan,Yee Shan Isabelle; Deng,Ying Katherine; Koh,Tas Yong; Li,Ling Hin; Ng,Fung Fai"
2019-20 Sem 2,UG,RECO2026,2A,2020-03-23,2020-04-06,MON,,,,,,,,14:30,17:20,Surveying studio 2,Dept of Real Estate & Construc,"Chan,King Chun Greg; Chan,Yee Shan Isabelle; Deng,Ying Katherine; Koh,Tas Yong; Li,Ling Hin; Ng,Fung Fai"
2019-20 Sem 2,UG,RECO2026,2A,2020-04-20,2020-04-27,MON,,,,,,,,14:30,17:20,Surveying studio 2,Dept of Real Estate & Construc,"Chan,King Chun Greg; Chan,Yee Shan Isabelle; Deng,Ying Katherine; Koh,Tas Yong; Li,Ling Hin; Ng,Fung Fai"
2019-20 Sem 2,UG,RECO2029,2A,2020-01-22,2020-01-22,,,WED,,,,,KB115,08:30,10:20,Land economics,Dept of Real Estate & Construc,"Wong,Kwok Chun"
2019-20 Sem 2,UG,RECO2029,2A,2020-01-23,2020-01-23,,,,THU,,,,KB115,08:30,10:20,Land economics,Dept of Real Estate & Construc,"Wong,Kwok Chun"
2019-20 Sem 2,UG,RECO2029,2A,2020-02-05,2020-03-04,,,WED,,,,,KB115,08:30,10:20,Land economics,Dept of Real Estate & Construc,"Wong,Kwok Chun"
2019-20 Sem 2,UG,RECO2029,2A,2020-02-06,2020-03-05,,,,THU,,,,KB115,08:30,10:20,Land economics,Dept of Real Estate & Construc,"Wong,Kwok Chun"
2019-20 Sem 2,UG,RECO2029,2A,2020-03-18,2020-04-29,,,WED,,,,,KB115,08:30,10:20,Land economics,Dept of Real Estate & Construc,"Wong,Kwok Chun"
2019-20 Sem 2,UG,RECO2029,2A,2020-03-19,2020-04-23,,,,THU,,,,KB115,08:30,10:20,Land economics,Dept of Real Estate & Construc,"Wong,Kwok Chun"
2019-20 Sem 2,UG,RECO2030,2A,2020-01-21,2020-01-21,,TUE,,,,,,LE7,10:30,12:20,Building services for health and safety,Dept of Real Estate & Construc,"Koh,Tas Yong"
2019-20 Sem 2,UG,RECO2030,2A,2020-01-23,2020-01-23,,,,THU,,,,LE7,10:30,12:20,Building services for health and safety,Dept of Real Estate & Construc,"Koh,Tas Yong"
2019-20 Sem 2,UG,RECO2030,2A,2020-02-04,2020-03-03,,TUE,,,,,,LE7,10:30,12:20,Building services for health and safety,Dept of Real Estate & Construc,"Koh,Tas Yong"
2019-20 Sem 2,UG,RECO2030,2A,2020-02-06,2020-03-05,,,,THU,,,,LE7,10:30,12:20,Building services for health and safety,Dept of Real Estate & Construc,"Koh,Tas Yong"
2019-20 Sem 2,UG,RECO2030,2A,2020-03-17,2020-04-28,,TUE,,,,,,LE7,10:30,12:20,Building services for health and safety,Dept of Real Estate & Construc,"Koh,Tas Yong"
2019-20 Sem 2,UG,RECO2030,2A,2020-03-19,2020-04-23,,,,THU,,,,LE7,10:30,12:20,Building services for health and safety,Dept of Real Estate & Construc,"Koh,Tas Yong"
2019-20 Sem 2,UG,RECO2031,2A,2020-01-20,2020-01-20,MON,,,,,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-01-24,2020-01-24,,,,,FRI,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-02-03,2020-03-02,MON,,,,,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-02-07,2020-03-06,,,,,FRI,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-03-20,2020-04-03,,,,,FRI,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-03-23,2020-04-06,MON,,,,,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-04-17,2020-04-24,,,,,FRI,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO2031,2A,2020-04-20,2020-04-27,MON,,,,,,,,09:30,11:20,Advanced structures and construction for surveyors,Dept of Real Estate & Construc,"Deng,Ying Katherine; Poon,Sun Wah"
2019-20 Sem 2,UG,RECO3026,2A,2020-01-21,2020-01-21,,TUE,,,,,,,13:30,16:20,Surveying studio 4,Dept of Real Estate & Construc,"Deng,Ying Katherine; Lai,Chi Pong; Law,Chung Yu Ellen; Lu,Weisheng"
2019-20 Sem 2,UG,RECO3026,2A,2020-02-04,2020-03-03,,TUE,,,,,,,13:30,16:20,Surveying studio 4,Dept of Real Estate & Construc,"Deng,Ying Katherine; Lai,Chi Pong; Law,Chung Yu Ellen; Lu,Weisheng"
2019-20 Sem 2,UG,RECO3026,2A,2020-03-17,2020-04-28,,TUE,,,,,,,13:30,16:20,Surveying studio 4,Dept of Real Estate & Construc,"Deng,Ying Katherine; Lai,Chi Pong; Law,Chung Yu Ellen; Lu,Weisheng"
2019-20 Sem 2,UG,RECO3029,2A,2020-01-22,2020-01-22,,,WED,,,,,,09:30,12:20,Real estate investment and finance,Dept of Real Estate & Construc,"Yiu,Chung Yim"
2019-20 Sem 2,UG,RECO3029,2A,2020-02-05,2020-03-04,,,WED,,,,,,09:30,12:20,Real estate investment and finance,Dept of Real Estate & Construc,"Yiu,Chung Yim"
2019-20 Sem 2,UG,RECO3029,2A,2020-03-18,2020-04-29,,,WED,,,,,,09:30,12:20,Real estate investment and finance,Dept of Real Estate & Construc,"Yiu,Chung Yim"
2019-20 Sem 2,UG,RECO3031,2A,2020-01-21,2020-01-21,,TUE,,,,,,LE8,10:30,12:20,Cities and urban development,Dept of Real Estate & Construc,"Leiringer,Roine; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3031,2A,2020-01-23,2020-01-23,,,,THU,,,,LE8,10:30,12:20,Cities and urban development,Dept of Real Estate & Construc,"Leiringer,Roine; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3031,2A,2020-02-04,2020-03-03,,TUE,,,,,,LE8,10:30,12:20,Cities and urban development,Dept of Real Estate & Construc,"Leiringer,Roine; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3031,2A,2020-02-06,2020-03-05,,,,THU,,,,LE8,10:30,12:20,Cities and urban development,Dept of Real Estate & Construc,"Leiringer,Roine; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3031,2A,2020-03-17,2020-04-28,,TUE,,,,,,LE8,10:30,12:20,Cities and urban development,Dept of Real Estate & Construc,"Leiringer,Roine; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3031,2A,2020-03-19,2020-04-23,,,,THU,,,,LE8,10:30,12:20,Cities and urban development,Dept of Real Estate & Construc,"Leiringer,Roine; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3032,2A,2019-12-01,2020-06-28,,,,,,,,,     ,08:20,Research methods,Dept of Real Estate & Construc,"Chan,King Chun Greg; Chan,Yee Shan Isabelle; Chau,Kwong Wing; Choy,Hung Tat Lennon; Deng,Ying Katherine; Ho,Chi Wing Daniel; Lai,Wai Chung Lawrence; Leiringer,Roine; Leung,Hing Fung; Li,Ling Hin; Ng,Fung Fai; Poon,Sun Wah; Rowlinson,Stephen Michael; Wong,Kwan To; Wong,Kwok Chun; Wong,Siu Kei"
2019-20 Sem 2,UG,RECO3033,2A,2020-01-22,2020-01-22,,,WED,,,,,LE3,10:30,12:20,Professional practice,Dept of Real Estate & Construc,"Choy,Hung Tat Lennon"
2019-20 Sem 2,UG,RECO3033,2A,2020-02-05,2020-03-04,,,WED,,,,,LE3,10:30,12:20,Professional practice,Dept of Real Estate & Construc,"Choy,Hung Tat Lennon"
