ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
6028,PSYC,6028,1A,,6,,Mo 03:30PM - 05:20PM,KKLG102,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Neurobiological basis of psychological issues,,Open,0,100,0,TPG - Dept of Psychology
7003,PSYC,7003,1A,,6,,We 02:30PM - 05:20PM,CPD-3.22,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Individual psychotherapy I,,Open,0,100,0,TPG - Dept of Psychology
7005,PSYC,7005,1A,,6,,We 09:30AM - 12:20PM,CPD-4.16,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Psychopathology I,,Open,0,100,0,TPG - Dept of Psychology
7009,PSYC,7009,1A,,6,,Tu 09:30AM - 12:20PM,CPD-2.46,09/03/2019 - 11/26/2019,,Tu 02:30PM - 05:20PM,CPD-2.46,09/03/2019 - 12/03/2019,,,,,,,,,Clinical seminar I,,Open,0,100,0,TPG - Dept of Psychology
7018,PSYC,7018,1A,,6,,Mo 09:30AM - 12:20PM,CPD-2.46,09/02/2019 - 12/09/2019,,,,,,,,,,,,,Cognitive assessment,,Open,0,100,0,TPG - Dept of Psychology
7019,PSYC,7019,1A,,6,,Th 02:30PM - 05:20PM,CPD-LG.60,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Research methods and statistics I,,Open,0,100,0,TPG - Dept of Psychology
7024,PSYC,7024,1A,,6,,Th 09:30AM - 12:20PM,CPD-2.46,09/05/2019 - 11/28/2019,,Fr 09:30AM - 12:20PM,CPD-2.37,09/06/2019 - 11/15/2019,,Fr 02:30PM - 05:20PM,CPD-LG.46,09/06/2019 - 11/29/2019,,Fr 09:00AM - 12:20PM,CPD-2.37,11/22/2019 - 11/29/2019,Induction programme,,Open,0,100,0,TPG - Dept of Psychology
7301,PSYC,7301,1A,,6,,Fr 02:30PM - 06:20PM,CPD-3.41,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Introduction to research methods in psychology,,Open,0,100,0,TPG - Dept of Psychology
7303,PSYC,7303,1A,,6,,Tu 03:30PM - 06:20PM,MWT5,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Biological psychology,,Open,0,100,0,TPG - Dept of Psychology
7304,PSYC,7304,1A,,6,,Mo 03:30PM - 06:20PM,CBA,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Cognitive psychology,,Open,0,100,0,TPG - Dept of Psychology
7307,PSYC,7307,1A,,6,,We 03:30PM - 06:20PM,CPD-2.42,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Social psychology,,Open,0,100,0,TPG - Dept of Psychology
8002,PSYC,8002,1A,,6,,We 09:30AM - 12:20PM,CPD-3.07,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Community and health psychology,,Open,0,100,0,TPG - Dept of Psychology
8003,PSYC,8003,1A,,6,,Mo 09:30AM - 12:20PM,CPD-2.38,09/02/2019 - 11/25/2019,,Mo 02:30PM - 05:20PM,CPD-LG.17,09/02/2019 - 11/25/2019,,,,,,,,,Family and group therapy,,Open,0,100,0,TPG - Dept of Psychology
8004,PSYC,8004,1A,,6,,We 02:30PM - 05:20PM,CPD-G.02,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Clinical neuropsychology,,Open,0,100,0,TPG - Dept of Psychology
8007,PSYC,8007,1A,,6,,Mo 02:30PM - 05:20PM,CPD-LG.62,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Applied developmental psychology,,Open,0,100,0,TPG - Dept of Psychology
6001,PSYS,6001,1A,,6,,Mo 07:00PM - 09:50PM,FMLSR5,09/30/2019 - 12/16/2019,,,,,,,,,,,,,Introduction to Psychotic Disorders: Epidemiology and Aetiology,,Open,0,100,0,TPG - Dept of Psychiatry
6002,PSYS,6002,1A,,6,,Tu 07:00PM - 09:50PM,FMLSR5,10/08/2019 - 12/10/2019,,,,,,,,,,,,,Descriptive Psychopathology,,Open,0,100,0,TPG - Dept of Psychiatry
6013,PSYS,6013,1A,,6,,Th 07:00PM - 09:50PM,FMLSR5,10/03/2019 - 12/12/2019,,,,,,,,,,,,,Advanced Cognitive-behavioural therapy (CBT) for Psychosis,,Open,0,100,0,TPG - Dept of Psychiatry
6001,RECO,6001,1A,,6,,Mo 03:00PM - 04:20PM,KB531,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Urban planning: theory and practice,,Open,0,100,0,TPG - Dept of Real Estate & Construc
7100,SBMS,7100,1A,,6,,Tu 06:30PM - 08:20PM,FMMLT4,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Practical Bioinformatics,,Open,0,100,0,TPG - School of Biomedical Sciences
7802,SBMS,7802,1A,,6,,Th 06:30PM - 08:20PM,FML3-38,09/12/2019 - 12/05/2019,,,,,,,,,,,,,Biomedical sciences seminar,,Open,0,100,0,TPG - School of Biomedical Sciences
7804,SBMS,7804,1A,,6,,Tu 06:30PM - 08:20PM,FMMLT4,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Practical bioinformatics,,Open,0,100,0,TPG - School of Biomedical Sciences
7001,SOCI,7001,1A,,6,,Mo 06:30PM - 09:20PM,CPD-G.02,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Criminal justice: process and politics,,Open,0,100,0,TPG - Dept of Sociology
7004,SOCI,7004,1A,,6,,Th 06:30PM - 09:20PM,CPD-3.29,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Theoretical criminology,,Open,0,100,0,TPG - Dept of Sociology
7005,SOCI,7005,1A,,6,,Tu 07:00PM - 09:50PM,CPD-2.14,09/03/2019 - 11/26/2019,,,,,,,,,,,,,"Theories of media, culture and creative cities",,Open,0,100,0,TPG - Dept of Sociology
7007,SOCI,7007,1A,,6,,Th 07:00PM - 09:50PM,CPD-2.45,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Globalization and the cultural mosaic: an Asian perspective,,Open,0,100,0,TPG - Dept of Sociology
8004,SOCI,8004,1A,,6,,Fr 06:30PM - 09:20PM,CPD-2.14,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Punishment and society,,Open,0,100,0,TPG - Dept of Sociology
8011,SOCI,8011,1A,,6,,Tu 07:00PM - 09:50PM,CPD-3.01,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Media and crime,,Open,0,100,0,TPG - Dept of Sociology
8015,SOCI,8015,1A,,6,,We 06:30PM - 09:20PM,CPD-3.01,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Crime and deviance in PR China,,Open,0,100,0,TPG - Dept of Sociology
8026,SOCI,8026,1A,,6,,Fr 07:00PM - 09:50PM,CPD-LG.59,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Self-identity and late-modern society,,Open,0,100,0,TPG - Dept of Sociology
8028,SOCI,8028,1A,,6,,Th 07:00PM - 09:50PM,CPD-3.01,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Cultural policies and global cities,,Open,0,100,0,TPG - Dept of Sociology
8029,SOCI,8029,1A,,6,,We 07:00PM - 09:50PM,CPD-2.14,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Creative industries and creative cities,,Open,0,100,0,TPG - Dept of Sociology
6003,SOWK,6003,1FT,,6,,We 02:30PM - 05:20PM,CPD-2.37,09/04/2019 - 12/11/2019,,,,,,,,,,,,,Social work research,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6040,SOWK,6040,1A,,6,,We 07:00PM - 09:50PM,CPD-G.02,09/04/2019 - 12/11/2019,,,,,,,,,,,,,Practice research in human services,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6062,SOWK,6062,1A,,6,,Tu 07:00PM - 09:50PM,CPD-G.02,09/03/2019 - 12/10/2019,,Su 08:30AM - 06:20PM,LE9,11/03/2019 - 11/03/2019,,,,,,,,,The Satir model and family reconstruction,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6084,SOWK,6084,1A,,6,,Mo 07:00PM - 09:50PM,CPD-LG.59,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Intervention in health care settings,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6127,SOWK,6127,1A,,6,,Tu 06:30PM - 09:20PM,KKLG109,09/03/2019 - 12/10/2019,,,,,,,,,,,,,Cognitive-behavioral interventions,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6127,SOWK,6127,1SW,,6,,Sa 09:30AM - 06:20PM,CPD-3.29,09/07/2019 - 10/12/2019,,,,,,,,,,,,,Cognitive-behavioral interventions,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6136,SOWK,6136,1A,,6,,Th 07:00PM - 09:50PM,JLG03,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Adventure-Based Counselling: theory and practice,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6139,SOWK,6139,1A,,6,,Th 07:00PM - 09:50PM,CPD-G.02,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Theoretical foundation of human service practices,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6154,SOWK,6154,1A,,6,,Fr 07:00PM - 09:50PM,JLG04,09/06/2019 - 12/13/2019,,,,,,,,,,,,,Marketing social welfare programs and promoting community relations,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6156,SOWK,6156,1A,,6,,Mo 07:00PM - 09:50PM,CPD-2.45,09/02/2019 - 12/09/2019,,,,,,,,,,,,,Financial planning and management for human service organizations,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6158,SOWK,6158,1A,,6,,Tu 06:30PM - 09:20PM,KKLG111,09/03/2019 - 12/10/2019,,,,,,,,,,,,,Critical issues in human development,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6158,SOWK,6158,1B,,6,,Tu 07:00PM - 09:50PM,MB249,09/03/2019 - 12/10/2019,,,,,,,,,,,,,Critical issues in human development,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6161,SOWK,6161,1A,,6,,Th 06:30PM - 09:20PM,EH101,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Theories and practices in counselling and professional ethics,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6161,SOWK,6161,1B,,6,,Th 06:30PM - 09:20PM,JLG04,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Theories and practices in counselling and professional ethics,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6201,SOWK,6201,1A,,6,,We 07:00PM - 09:50PM,JLG04,09/04/2019 - 12/11/2019,,,,,,,,,,,,,Mental health problems in old age,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6206,SOWK,6206,1A,,6,,We 07:00PM - 09:50PM,CJT-5.33,09/18/2019 - 12/11/2019,,,,,,,,,,,,,Play therapy,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6214,SOWK,6214,1A,,6,,Mo 07:00PM - 10:20PM,CPD-3.01,09/02/2019 - 12/09/2019,,,,,,,,,,,,,Children and youth mental health,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6252,SOWK,6252,1A,,6,,Th 07:00PM - 09:50PM,CPD-2.14,09/05/2019 - 10/24/2019,,,,,,,,,,,,,Conflict resolution and mediation,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6263,SOWK,6263,1A,,6,,Tu 07:00PM - 09:50PM,CJT-5.33,09/03/2019 - 12/10/2019,,,,,,,,,,,,,Quantitative research methods and statistical analysis,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6274,SOWK,6274,1A,,6,,Th 07:00PM - 09:50PM,KB115,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Theory and practice of positive psychology and strength-based interventions,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6282,SOWK,6282,1A,,6,,Mo 07:00PM - 09:50PM,CPD-3.29,09/02/2019 - 12/09/2019,,,,,,,,,,,,,Social work intervention with the elderly,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6290,SOWK,6290,1A,,6,,Th 07:00PM - 09:50PM,KKLG110,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Social innovation and enterprise,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6303,SOWK,6303,1FT,,6,,We 09:30AM - 12:20PM,CBC,09/04/2019 - 12/04/2019,,,,,,,,,,,,,Human behaviour and the social environment I,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6303,SOWK,6303,1PT,,6,,Mo 07:00PM - 09:50PM,JLG05,09/02/2019 - 12/09/2019,,,,,,,,,,,,,Human behaviour and the social environment I,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6305,SOWK,6305,1FT,,6,,Fr 07:00PM - 09:50PM,CPD-2.37,09/06/2019 - 11/29/2019,,,,,,,,,,,,,"The Law, ethics and social work",,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6306,SOWK,6306,1FA,,6,,Th 09:30AM - 12:20PM,CJT-5.33,10/31/2019 - 12/12/2019,,,,,,,,,,,,,Theory and practice of social work – Casework,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6306,SOWK,6306,1FB,,6,,Th 01:30PM - 04:20PM,CJT-5.33,09/12/2019 - 12/12/2019,,,,,,,,,,,,,Theory and practice of social work – Casework,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6306,SOWK,6306,1PT,,6,,Fr 07:00PM - 09:50PM,MB256,09/06/2019 - 12/13/2019,,,,,,,,,,,,,Theory and practice of social work – Casework,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6310,SOWK,6310,1A,,6,,Mo 07:00PM - 09:50PM,CBA,09/02/2019 - 12/09/2019,,,,,,,,,,,,,Psychosocial approaches in mental health care,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6310,SOWK,6310,1SW,,6,,Th 07:00PM - 09:50PM,MB121,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Psychosocial approaches in mental health care,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6328,SOWK,6328,1A,,6,,Th 07:00PM - 09:50PM,MW103,09/05/2019 - 12/12/2019,,,,,,,,,,,,,Theory and practice in mental health counselling,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7002,SOWK,7002,1FT,,6,,Fr 09:30AM - 12:20PM,CPD-2.42,09/06/2019 - 12/13/2019,,,,,,,,,,,,,Social science theories for social work,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6013,STAT,6013,1A,,6,,We 07:00PM - 09:50PM,KK202,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Financial data analysis,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
6014,STAT,6014,1A,,6,,Th 07:00PM - 09:50PM,MWT7,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Advanced statistical modelling,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
6016,STAT,6016,1A,,6,,Tu 07:00PM - 09:50PM,KK202,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Spatial data analysis,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
7003,STAT,7003,1A,,6,,Tu 07:00PM - 09:50PM,MWT4,09/03/2019 - 11/26/2019,,Fr 07:00PM - 09:50PM,MWT4,09/06/2019 - 11/29/2019,,,,,,,,,Foundations of statistics,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
7004,STAT,7004,1A,,6,,Tu 07:00PM - 09:50PM,KK201,09/03/2019 - 11/26/2019,,Fr 07:00PM - 09:50PM,KK201,09/06/2019 - 11/29/2019,,,,,,,,,Linear modelling,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
7005,STAT,7005,1A,,6,,Mo 07:00PM - 09:50PM,KK202,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Multivariate methods,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
7008,STAT,7008,1A,,6,,Fr 07:00PM - 09:50PM,KK202,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Programming for data science,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
8003,STAT,8003,1A,,6,,Sa 02:00PM - 04:50PM,MWT4,09/07/2019 - 11/30/2019,,,,,,,,,,,,,Time series forecasting,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
8007,STAT,8007,1A,,6,,Th 07:00PM - 09:50PM,MWT4,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Statistical methods in economics and finance,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
8015,STAT,8015,1A,,6,,Sa 09:30AM - 12:20PM,MWT4,09/07/2019 - 11/30/2019,,,,,,,,,,,,,Actuarial statistics,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
8017,STAT,8017,1A,,6,,Mo 07:00PM - 09:50PM,KK201,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Data mining techniques,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
8300,STAT,8300,1A,,6,,We 02:30PM - 05:20PM,JLG03,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Career development and communication workshop,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
8305,STAT,8305,1A,,6,,Tu 01:30PM - 04:20PM,MB201,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Bayesian statistics,,Open,0,100,0,TPG - Dept of Statistics & Actuarial
6003,URBP,6003,1A,,6,,We 06:30PM - 09:20PM,LE7,09/04/2019 - 11/27/2019,,,,,,,,,,,,,"Planning practice, law and ethics in Hong Kong",,Open,0,100,0,TPG - Dept of Urban Planning & Desig
6007,URBP,6007,1A,,6,,We 09:30AM - 12:20PM,LE8,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Planning sustainable cities and regions,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
6131,URBP,6131,1A,,6,,Mo 07:00PM - 09:50PM,MB121,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Transport policy and planning,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
6904,URBP,6904,1A,,6,,Mo 07:00PM - 08:50PM,LE9,09/02/2019 - 11/25/2019,,,,,,,,,,,,,"Housing, planning and sustainability",,Open,0,100,0,TPG - Dept of Urban Planning & Desig
6905,URBP,6905,1A,,6,,Th 07:00PM - 08:50PM,KB111,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Globalization and urban and regional development in China,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
6911,URBP,6911,1A,,6,,We 10:30AM - 12:20PM,KB115,09/04/2019 - 11/27/2019,,Fr 02:30PM - 04:20PM,KB115,09/06/2019 - 11/29/2019,,,,,,,,,Foundation course on statistics and quantitative methods,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
7001,URBP,7001,1A,,6,,Mo 06:30PM - 08:20PM,MB113G,09/02/2019 - 11/25/2019,,Sa 09:30AM - 12:20PM,MB113G,09/07/2019 - 11/30/2019,,,,,,,,,Spatial planning studio,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8001,URBP,8001,1A,,6,,Th 09:30AM - 12:20PM,KKLG103,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Community planning studio,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8021,BIOL,8021,1A,,6,,Fr 10:30AM - 11:20AM,KA6N-11,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Presentation skills and research seminars in cell and molecular biology,,Open,0,100,0,RPG - Science Faculty
8022,BIOL,8022,1A,,6,,Fr 02:00PM - 03:50PM,KA3N-01,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Science Communication,,Open,0,100,0,RPG - Science Faculty
6001,BUSM,6001,1A,,6,,Fr 09:30AM - 12:20PM,KK1303,09/06/2019 - 11/22/2019,,,,,,,,,,,,,Research Methods for Business Studies,,Open,0,100,0,RPG - Faculty of Business and Econom
6114,CHEM,6114,1A,,6,,Tu 03:30PM - 04:20PM,CYPP3,09/03/2019 - 11/26/2019,,Fr 03:30PM - 05:20PM,CYPP3,09/06/2019 - 11/29/2019,,,,,,,,,Advanced Organic Chemistry,,Open,0,100,0,RPG - Science Faculty
6115,CHEM,6115,1A,,6,,Mo 12:30PM - 01:20PM,CYCP1,09/02/2019 - 11/25/2019,,Th 12:30PM - 01:20PM,CYCP1,09/05/2019 - 11/28/2019,,Fr 12:30PM - 01:20PM,CYCP1,09/06/2019 - 11/29/2019,,,,,Advanced inorganic chemistry,,Open,0,100,0,RPG - Science Faculty
6116,CHEM,6116,1A,,6,,Mo 11:30AM - 12:20PM,CYPP3,09/02/2019 - 11/25/2019,,We 11:30AM - 12:20PM,CYPP3,09/04/2019 - 11/27/2019,,Fr 11:30AM - 12:20PM,CYPP3,09/06/2019 - 11/29/2019,,,,,"Symmetry, group theory and applications",,Open,0,100,0,RPG - Science Faculty
6117,CHEM,6117,1A,,6,,Mo 09:30AM - 10:20AM,CYPP3,09/02/2019 - 11/25/2019,,Tu 11:30AM - 12:20PM,CYPP3,09/03/2019 - 11/26/2019,,Th 11:30AM - 12:20PM,CYPP3,09/05/2019 - 11/28/2019,,,,,Modern Chemical Instrumentation and Applications,,Open,0,100,0,RPG - Science Faculty
6001,CHIN,6001,1A,,6,,We 05:30PM - 07:20PM,CPD-3.06,09/25/2019 - 11/13/2019,,,,,,,,,,,,,Research Methods in Chinese Studies,,Open,0,100,0,RPG - School of Chinese
8015,CIVL,8015,1A,,6,,We 02:30PM - 05:20PM,CPD-LG.62,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Special topic in environmental engineering A,,Open,0,100,0,RPG - Dept of Civil Engineering
8021,CIVL,8021,1A,,6,,Tu 02:30PM - 05:20PM,CPD-1.45,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Selected Advanced Topics in Soil Mechanics,,Open,0,100,0,RPG - Dept of Civil Engineering
9102,COMP,9102,1A,,6,,Mo 05:30PM - 07:50PM,CB308,09/02/2019 - 09/16/2019,,TuWeThFr 04:30PM - 06:50PM,CB308,09/03/2019 - 09/20/2019,,,,,,,,,Data Management and Information Retrieval,,Open,0,100,0,RPG - Dept of Computer Science
6023,DENT,6023,1A,,6,,Mo 09:30AM - 12:50PM,PP,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Oral epidemiology and clinical research methodology,,Open,0,100,0,RPG - Dental Faculty
6023,DENT,6023,1B,,6,,Tu 09:00AM - 11:50AM,PPLT2,10/08/2019 - 12/17/2019,,,,,,,,,,,,,Oral epidemiology and clinical research methodology,,Open,0,100,0,RPG - Dental Faculty
6005,EASC,6005,1A,,6,,We 12:30PM - 02:20PM,JL104,09/04/2019 - 12/04/2019,,Fr 10:30AM - 12:20PM,JL104,09/06/2019 - 11/29/2019,,,,,,,,,Advanced Regional Geology,,Open,0,100,0,RPG - Science Faculty
6002,ECON,6002,1A,,6,,Fr 09:30AM - 12:20PM,KK1119,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Selected Topics in Microeconomics,,Open,0,100,0,RPG - Faculty of Business and Econom
7051,EDUR,7051,1A,,6,,Tu 06:30PM - 08:20PM,RM302,09/10/2019 - 11/05/2019,,,,,,,,,,,,,Educational Design-Based Research,,Open,0,100,0,RPG - Education Faculty
7069,EDUR,7069,1A,,6,,Tu 06:30PM - 09:20PM,RM403,11/05/2019 - 11/26/2019,,,,,,,,,,,,,Interactional Ethnography,,Open,0,100,0,RPG - Education Faculty
7074,EDUR,7074,1A,,6,,Fr 06:30PM - 09:20PM,RM204,09/20/2019 - 10/11/2019,,,,,,,,,,,,,Longitudinal Methods I: Theories and Designs,,Open,0,100,0,RPG - Education Faculty
7075,EDUR,7075,1A,,6,,Fr 06:30PM - 09:20PM,RM324,11/08/2019 - 11/29/2019,,,,,,,,,,,,,Longitudinal Methods II: Measurement and Data Analysis,,Open,0,100,0,RPG - Education Faculty
7105,EDUR,7105,1A,,6,,Fr 06:30PM - 09:20PM,RM203,09/20/2019 - 11/15/2019,,,,,,,,,,,,,Research Writing I,,Open,0,100,0,RPG - Education Faculty
8024,EDUR,8024,1A,,6,,Sa 10:00AM - 12:50PM,MW412,09/21/2019 - 11/16/2019,,,,,,,,,,,,,Reflective Practice and Teacher Development,,Open,0,100,0,RPG - Education Faculty
8033,EDUR,8033,1A,,6,,Mo 06:30PM - 09:20PM,MW412,09/16/2019 - 11/18/2019,,,,,,,,,,,,,Technology as Cognitive Tools to Support Student Thinking and Learning,,Open,0,100,0,RPG - Education Faculty
8041,EDUR,8041,1A,,6,,We 06:30PM - 09:20PM,RM302,09/11/2019 - 11/06/2019,,,,,,,,,,,,,"Planning for Theory, Methods and Impact of 'Learning-based Research' in Schools and Classrooms",,Open,0,100,0,RPG - Education Faculty
8053,EDUR,8053,1A,,6,,Th 06:30PM - 09:20PM,RM302,09/12/2019 - 11/07/2019,,,,,,,,,,,,,Philosophical Issues in Educational Research,,Open,0,100,0,RPG - Education Faculty
8002,ELEC,8002,1A,,6,,Mo 09:30AM - 12:20PM,CPD-LG.60,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Advanced topics in networking,,Open,0,100,0,RPG - Dept of Electrical & Electroni
8004,ELEC,8004,1A,,6,,We 07:00PM - 09:50PM,MWT2,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Digital signal processing I,,Open,0,100,0,RPG - Dept of Electrical & Electroni
8407,ELEC,8407,1A,,6,,We 02:30PM - 05:20PM,MB205,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Dynamical power networks: modelling and stability,,Open,0,100,0,RPG - Dept of Electrical & Electroni
8507,ELEC,8507,1A,,6,,Tu 09:30AM - 12:20PM,MB103,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Convex programming and applications,,Open,0,100,0,RPG - Dept of Electrical & Electroni
6017,FINA,6017,1A,,6,,Tu 01:30PM - 04:20PM,KK1119,09/03/2019 - 09/24/2019,,Fr 01:30PM - 04:20PM,KK1119,10/11/2019 - 10/11/2019,,Tu 02:30PM - 05:20PM,KK1119,10/15/2019 - 11/19/2019,,,,,Corporate Finance Theory,,Open,0,100,0,RPG - Faculty of Business and Econom
6054,FINA,6054,1A,,6,,Th 02:30PM - 05:20PM,KK1119,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Selected Topics in Financial Research,,Open,0,100,0,RPG - Faculty of Business and Econom
6007,GEOG,6007,1A,,6,,Th 10:30AM - 12:20PM,CPD-LG.46,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Research methods in geography,,Open,0,100,0,RPG - Dept of Geography
6008,GRSC,6008,1A,,6,,We 12:30PM - 02:20PM,MW103,09/18/2019 - 10/30/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
6008,GRSC,6008,1B,,6,,We 02:30PM - 04:20PM,KB113,09/18/2019 - 10/30/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
6008,GRSC,6008,1C,,6,,Th 12:30PM - 02:20PM,KB111,09/19/2019 - 10/31/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
6008,GRSC,6008,1D,,6,,We 02:30PM - 04:20PM,CPD-2.14,09/18/2019 - 10/30/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
6008,GRSC,6008,1E,,6,,We 02:30PM - 04:20PM,KKLG105,09/18/2019 - 10/30/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
6008,GRSC,6008,1F,,6,,We 12:30PM - 02:20PM,CPD-2.45,10/23/2019 - 11/27/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
6008,GRSC,6008,1G,,6,,Tu 06:30PM - 08:20PM,KB113,10/22/2019 - 11/26/2019,,,,,,,,,,,,,Transferable Skills,,Open,0,100,0,RPG - Graduate School
