ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
6014,MEDD,6014,1Y,,6,,Th 06:00PM - 08:20PM,MW410,09/05/2019 - 11/14/2019,,,,,,,,,,,,,Methods of research and enquiry,,Open,0,100,0,TPG - Education Faculty
6014,MEDD,6014,1Z,,6,,We 06:00PM - 08:50PM,MW410,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Methods of research and enquiry,,Open,0,100,0,TPG - Education Faculty
6051,MEDD,6051,1A,,6,,Mo 09:30AM - 11:50AM,MW405,09/09/2019 - 11/04/2019,,Tu 09:30AM - 11:50AM,RM304,09/10/2019 - 09/24/2019,,,,,,,,,Teaching Chinese language in international contexts,,Open,0,100,0,TPG - Education Faculty
6052,MEDD,6052,1A,,6,,Th 09:30AM - 11:50AM,MW549,09/05/2019 - 11/14/2019,,,,,,,,,,,,,Chinese (L2) assessment and reporting,,Open,0,100,0,TPG - Education Faculty
6054,MEDD,6054,1A,,6,,Tu 09:30AM - 11:50AM,RM304,10/08/2019 - 11/26/2019,,Mo 09:30AM - 11:50AM,MW405,11/11/2019 - 11/25/2019,,,,,,,,,Chinese (L2) school-based curriculum design,,Open,0,100,0,TPG - Education Faculty
6055,MEDD,6055,1A,,6,,Tu 06:00PM - 08:20PM,RM305,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Research and teaching practice in second language classrooms,,Open,0,100,0,TPG - Education Faculty
6097,MEDD,6097,1A,,6,,Mo 06:00PM - 08:20PM,RM204,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Themes and approaches in the field of comparative education,,Open,0,100,0,TPG - Education Faculty
6099,MEDD,6099,1A,,6,,We 06:00PM - 08:20PM,RM204,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Education for sustainable development,,Open,0,100,0,TPG - Education Faculty
6142,MEDD,6142,1A,,6,,Tu 06:00PM - 08:50PM,MW505,09/03/2019 - 11/05/2019,,,,,,,,,,,,,Learning and teaching in early childhood education,,Open,0,100,0,TPG - Education Faculty
6144,MEDD,6144,1A,,6,,Fr 06:00PM - 08:50PM,MW505,09/06/2019 - 11/08/2019,,,,,,,,,,,,,Contemporary issues in early childhood education,,Open,0,100,0,TPG - Education Faculty
6192,MEDD,6192,1A,,6,,Mo 06:00PM - 08:50PM,RM301,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Educational leadership and school management,,Open,0,100,0,TPG - Education Faculty
6195,MEDD,6195,1A,,6,,Tu 06:00PM - 08:50PM,MW408,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Administrative and organizational theory for educational institutions,,Open,0,100,0,TPG - Education Faculty
6248,MEDD,6248,1A,,6,,We 06:30PM - 08:50PM,MB249,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Theories and practices in counselling and group guidance,,Open,0,100,0,TPG - Education Faculty
6311,MEDD,6311,1A,,6,,Mo 06:30PM - 08:50PM,MB249,09/02/2019 - 11/18/2019,,,,,,,,,,,,,English language curriculum and assessment,,Open,0,100,0,TPG - Education Faculty
6341,MEDD,6341,1A,,6,,Fr 06:00PM - 08:50PM,RM205,09/06/2019 - 11/08/2019,,,,,,,,,,,,,Globalization and higher education,,Open,0,100,0,TPG - Education Faculty
6347,MEDD,6347,1A,,6,,Mo 06:00PM - 08:50PM,RM205,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Comparative higher education policy studies,,Open,0,100,0,TPG - Education Faculty
6381,MEDD,6381,1A,,6,,We 06:00PM - 08:50PM,MW607,09/04/2019 - 10/30/2019,,,,,,,,,,,,,"Integrating IB philosophy into the teaching of Chinese language, mathematics and science",,Open,0,100,0,TPG - Education Faculty
6387,MEDD,6387,1A,,6,,Mo 06:00PM - 08:50PM,RM304,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Research into the teaching and learning of mathematics,,Open,0,100,0,TPG - Education Faculty
6442,MEDD,6442,1A,,6,,Mo 06:00PM - 08:20PM,MW820,09/02/2019 - 11/18/2019,,,,,,,,,,,,,"Cognition, learning, and instruction",,Open,0,100,0,TPG - Education Faculty
6443,MEDD,6443,1A,,6,,Th 06:00PM - 08:20PM,RM205,09/05/2019 - 11/14/2019,,,,,,,,,,,,,"Student development: Theory, research, and practice",,Open,0,100,0,TPG - Education Faculty
6682,MEDD,6682,1A,,6,,Mo 06:00PM - 08:20PM,MW405,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Modern Chinese literature,,Open,0,100,0,TPG - Education Faculty
6686,MEDD,6686,1A,,6,,Tu 06:00PM - 08:20PM,MW820,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Classical Chinese literature,,Open,0,100,0,TPG - Education Faculty
6689,MEDD,6689,1A,,6,,We 06:00PM - 08:20PM,MW405,09/11/2019 - 11/20/2019,,,,,,,,,,,,,Chinese fiction and creative writing,,Open,0,100,0,TPG - Education Faculty
6703,MEDD,6703,1A,,6,,We 06:30PM - 08:50PM,MW820,09/04/2019 - 11/20/2019,,,,,,,,,,,,,Second language acquisition,,Open,0,100,0,TPG - Education Faculty
6704,MEDD,6704,1A,,6,,We 06:00PM - 08:20PM,KKLG111,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Literature and language arts in English,,Open,0,100,0,TPG - Education Faculty
6751,MEDD,6751,1A,,6,,Mo 06:00PM - 08:50PM,RM305,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Educational studies,,Open,0,100,0,TPG - Education Faculty
7001,MEDD,7001,1A,,6,,Tu 06:30PM - 08:50PM,MW646,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Psychology and education of the gifted and talented,,Open,0,100,0,TPG - Education Faculty
7029,MEDD,7029,1A,,6,,Tu 06:00PM - 08:20PM,MW549,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Managing disruptive behavior in school,,Open,0,100,0,TPG - Education Faculty
7104,MEDD,7104,1A,,6,,We 06:00PM - 08:20PM,RM305,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Integrating the IB philosophy into Chinese language teaching,,Open,0,100,0,TPG - Education Faculty
7117,MEDD,7117,1A,,6,,Fr 06:00PM - 08:20PM,MW405,09/06/2019 - 11/22/2019,,,,,,,,,,,,,Drama appreciation and teaching,,Open,0,100,0,TPG - Education Faculty
8601,MEDD,8601,1A,,6,,Mo 06:00PM - 08:50PM,KB111,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Comprehensive guidance and positive youth development: A whole-school approach,,Open,0,100,0,TPG - Education Faculty
8661,MEDD,8661,1A,,6,,Mo 06:00PM - 08:20PM,RM206,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Youth and media literacy,,Open,0,100,0,TPG - Education Faculty
8666,MEDD,8666,1A,,6,,Th 06:00PM - 08:50PM,MW405,09/05/2019 - 10/31/2019,,,,,,,,,,,,,Abnormal psychology and positive psychology,,Open,0,100,0,TPG - Education Faculty
8802,MEDD,8802,1A,,6,,Tu 06:00PM - 08:50PM,MW550,09/03/2019 - 11/05/2019,,,,,,,,,,,,,Sociology of education: Classic and contemporary theories,,Open,0,100,0,TPG - Education Faculty
8803,MEDD,8803,1A,,6,,Mo 06:00PM - 08:50PM,MW410,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Contemporary Issues in Education in China,,Open,0,100,0,TPG - Education Faculty
8808,MEDD,8808,1A,,6,,We 06:00PM - 08:20PM,MW549,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Life education for adolescents and young people,,Open,0,100,0,TPG - Education Faculty
8811,MEDD,8811,1A,,6,,Th 06:00PM - 08:50PM,RM304,09/05/2019 - 10/31/2019,,,,,,,,,,,,,Classroom Research in General Studies and Liberal Studies,,Open,0,100,0,TPG - Education Faculty
8813,MEDD,8813,1A,,6,,We 06:00PM - 08:50PM,MB205,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Teaching oral communication in Chinese language: A critical discussion perspective,,Open,0,100,0,TPG - Education Faculty
8820,MEDD,8820,1A,,6,,Mo 06:00PM - 08:50PM,MW607,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Curriculum implementation: Issues and challenges,,Open,0,100,0,TPG - Education Faculty
8827,MEDD,8827,1A,,6,,Mo 06:00PM - 08:50PM,MW703,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Social and Emotional Needs of the Gifted,,Open,0,100,0,TPG - Education Faculty
8833,MEDD,8833,1A,,6,,Mo 06:00PM - 08:20PM,KKLG102,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Teaching Chinese Language and Literature in IB Language A Curriculum,,Open,0,100,0,TPG - Education Faculty
8835,MEDD,8835,1A,,6,,Th 06:00PM - 08:50PM,RM202,09/05/2019 - 10/31/2019,,,,,,,,,,,,,Writing for Academic Success,,Open,0,100,0,TPG - Education Faculty
8837,MEDD,8837,1A,,6,,Tu 02:00PM - 04:20PM,MW403,09/03/2019 - 11/19/2019,,,,,,,,,,,,,World literature and new textualities in international Chinese education,,Open,0,100,0,TPG - Education Faculty
8838,MEDD,8838,1A,,6,,Mo 02:00PM - 04:20PM,MW403,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Teaching language and literature in international Chinese education,,Open,0,100,0,TPG - Education Faculty
8841,MEDD,8841,1A,,6,,We 06:00PM - 08:20PM,RM205,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Integrating the IB philosophy into Chinese language and literature teaching,,Open,0,100,0,TPG - Education Faculty
8843,MEDD,8843,1A,,6,,Mo 06:30PM - 08:50PM,MW646,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Textual analysis I: Academic literacies in science and mathematics,,Open,0,100,0,TPG - Education Faculty
8846,MEDD,8846,1A,,6,,We 06:30PM - 08:50PM,MW646,09/04/2019 - 11/13/2019,,,,,,,,,,,,,Principles and practice: Course design in content and language integrated learning,,Open,0,100,0,TPG - Education Faculty
8851,MEDD,8851,1A,,6,,Sa 09:30AM - 11:50AM,MW646,09/07/2019 - 11/23/2019,,,,,,,,,,,,,Chinese L2 pedagogy,,Open,0,100,0,TPG - Education Faculty
8852,MEDD,8852,1A,,6,,Mo 06:00PM - 08:20PM,MB141,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Chinese L2 curriculum design and assessment,,Open,0,100,0,TPG - Education Faculty
8855,MEDD,8855,1A,,6,,Mo 06:00PM - 08:50PM,MW549,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Psycholinguistic and the Chinese language learning process,,Open,0,100,0,TPG - Education Faculty
8856,MEDD,8856,1A,,6,,Th 06:00PM - 08:50PM,MW607,09/05/2019 - 10/31/2019,,,,,,,,,,,,,Chinese reading comprehension instruction: Theories and practices,,Open,0,100,0,TPG - Education Faculty
8858,MEDD,8858,1A,,6,,We 06:00PM - 08:50PM,MB113G,09/04/2019 - 10/30/2019,,,,,,,,,,,,,"STEM education theory, practice and application",,Open,0,100,0,TPG - Education Faculty
8870,MEDD,8870,1A,,6,,Mo 06:00PM - 08:50PM,MW413,09/02/2019 - 11/04/2019,,,,,,,,,,,,,Foundations of Health Professions Education,,Open,0,100,0,TPG - Education Faculty
8871,MEDD,8871,1A,,6,,We 06:00PM - 08:50PM,MW403,09/04/2019 - 10/30/2019,,,,,,,,,,,,,Assessment and Evaluation in Health Professions Education,,Open,0,100,0,TPG - Education Faculty
7005,MHMP,7005,1A,,6,,Th 07:00PM - 09:20PM,MB151,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Building services,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8002,MHMP,8002,1A,,6,,Su 07:00PM - 08:50PM,MB256,09/01/2019 - 11/24/2019,,,,,,,,,,,,,Foundation course on research methods,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8003,MHMP,8003,1A,,6,,We 07:00PM - 08:50PM,MB151,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Practices of housing management and maintenance,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8005,MHMP,8005,1A,,6,,Th 07:00PM - 08:50PM,MB122,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Organizational and financial management,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8006,MHMP,8006,1A,,6,,Mo 07:00PM - 08:50PM,LE9,09/02/2019 - 11/25/2019,,,,,,,,,,,,,"Housing, planning and sustainability",,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8008,MHMP,8008,1A,,6,,Mo 07:00PM - 08:50PM,MB122,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Transitional Cities: Urban and Housing Development,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8009,MHMP,8009,1A,,6,,Su 02:00PM - 06:20PM,KB115,09/01/2019 - 11/24/2019,,Sa 02:00PM - 06:20PM,KB115,09/07/2019 - 11/30/2019,,,,,,,,,Principles of Law,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
8011,MHMP,8011,1A,,6,,Tu 07:00PM - 09:50PM,MB151,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Facility and Asset Management,,Open,0,100,0,TPG - Dept of Urban Planning & Desig
6023,MITE,6023,1A,,6,,Tu 09:30AM - 12:20PM,RM101,09/10/2019 - 11/12/2019,,,,,,,,,,,,,Information technology and educational leadership,,Open,0,100,0,TPG - Education Faculty
6023,MITE,6023,1B,,6,,Tu 06:30PM - 09:20PM,RM101,09/10/2019 - 11/12/2019,,,,,,,,,,,,,Information technology and educational leadership,,Open,0,100,0,TPG - Education Faculty
6024,MITE,6024,1A,,6,,Sa 09:30AM - 12:20PM,RM101,09/21/2019 - 11/23/2019,,,,,,,,,,,,,Teaching and learning with information technology,,Open,0,100,0,TPG - Education Faculty
6024,MITE,6024,1B,,6,,Tu 06:30PM - 09:20PM,RM104,09/10/2019 - 11/12/2019,,,,,,,,,,,,,Teaching and learning with information technology,,Open,0,100,0,TPG - Education Faculty
6024,MITE,6024,1C,,6,,Th 06:30PM - 09:20PM,RM101,09/12/2019 - 11/07/2019,,,,,,,,,,,,,Teaching and learning with information technology,,Open,0,100,0,TPG - Education Faculty
6025,MITE,6025,1A,,6,,We 06:30PM - 09:20PM,RM104,09/11/2019 - 11/06/2019,,,,,,,,,,,,,Methods of research and enquiry,,Open,0,100,0,TPG - Education Faculty
6025,MITE,6025,1B,,6,,Fr 06:30PM - 09:20PM,RM101,09/20/2019 - 11/22/2019,,,,,,,,,,,,,Methods of research and enquiry,,Open,0,100,0,TPG - Education Faculty
6311,MITE,6311,1A,,6,,Fr 06:30PM - 09:20PM,RM104,09/20/2019 - 11/22/2019,,,,,,,,,,,,,e-Learning strategies and management,,Open,0,100,0,TPG - Education Faculty
6328,MITE,6328,1A,,6,,Sa 02:30PM - 05:20PM,RM101,09/21/2019 - 11/23/2019,,,,,,,,,,,,,Organisational learning,,Open,0,100,0,TPG - Education Faculty
6329,MITE,6329,1A,,6,,We 06:30PM - 09:20PM,RM101,09/11/2019 - 11/20/2019,,,,,,,,,,,,,Multimedia in education,,Open,0,100,0,TPG - Education Faculty
7345,MITE,7345,1A,,6,,Th 06:30PM - 09:20PM,RM104,09/12/2019 - 11/07/2019,,,,,,,,,,,,,Engaging adult learners,,Open,0,100,0,TPG - Education Faculty
7347,MITE,7347,1A,,6,,Th 06:30PM - 09:20PM,RM206,09/12/2019 - 11/07/2019,,,,,,,,,,,,,Project management,,Open,0,100,0,TPG - Education Faculty
7349,MITE,7349,1A,,6,,Sa 02:30PM - 05:20PM,RM104,09/21/2019 - 11/23/2019,,,,,,,,,,,,,Data science and learning analytics,,Open,0,100,0,TPG - Education Faculty
7352,MITE,7352,1A,,6,,Mo 06:30PM - 09:20PM,RM104,09/09/2019 - 11/11/2019,,,,,,,,,,,,,Information technology and intellectual property law in education,,Open,0,100,0,TPG - Education Faculty
6025,MLIM,6025,1A,,6,,Fr 06:30PM - 09:20PM,RM206,09/20/2019 - 11/22/2019,,,,,,,,,,,,,Methods of research and enquiry,,Open,0,100,0,TPG - Education Faculty
6206,MLIM,6206,1A,,6,,We 02:30PM - 05:20PM,RM205,09/11/2019 - 11/20/2019,,,,,,,,,,,,,Leading and managing in the workplace,,Open,0,100,0,TPG - Education Faculty
6206,MLIM,6206,1B,,6,,Th 09:30AM - 12:20PM,RM101,09/12/2019 - 11/21/2019,,,,,,,,,,,,,Leading and managing in the workplace,,Open,0,100,0,TPG - Education Faculty
6206,MLIM,6206,1C,,6,,We 06:30PM - 09:20PM,RM206,09/11/2019 - 11/20/2019,,,,,,,,,,,,,Leading and managing in the workplace,,Open,0,100,0,TPG - Education Faculty
6209,MLIM,6209,1A,,6,,Mo 06:30PM - 09:20PM,RM101,09/09/2019 - 11/11/2019,,,,,,,,,,,,,Teacher librarianship,,Open,0,100,0,TPG - Education Faculty
6212,MLIM,6212,1A,,6,,Sa 02:30PM - 05:20PM,RM301,09/21/2019 - 12/07/2019,,,,,,,,,,,,,Knowledge management,,Open,0,100,0,TPG - Education Faculty
6311,MLIM,6311,1A,,6,,Fr 06:30PM - 09:20PM,RM104,09/20/2019 - 11/22/2019,,,,,,,,,,,,,e-Learning strategies and management,,Open,0,100,0,TPG - Education Faculty
6314,MLIM,6314,1A,,6,,Mo 02:30PM - 05:20PM,RM101,09/09/2019 - 11/11/2019,,,,,,,,,,,,,Library and information science foundation,,Open,0,100,0,TPG - Education Faculty
6314,MLIM,6314,1B,,6,,Fr 09:30AM - 12:20PM,RM101,09/20/2019 - 11/22/2019,,,,,,,,,,,,,Library and information science foundation,,Open,0,100,0,TPG - Education Faculty
6314,MLIM,6314,1C,,6,,Tu 06:30PM - 09:20PM,RM301,09/10/2019 - 11/12/2019,,,,,,,,,,,,,Library and information science foundation,,Open,0,100,0,TPG - Education Faculty
6319,MLIM,6319,1A,,6,,Fr 06:30PM - 09:20PM,RM301,09/20/2019 - 11/22/2019,,,,,,,,,,,,,Information behaviour,,Open,0,100,0,TPG - Education Faculty
6328,MLIM,6328,1A,,6,,Sa 02:30PM - 05:20PM,RM101,09/21/2019 - 11/23/2019,,,,,,,,,,,,,Organisational learning,,Open,0,100,0,TPG - Education Faculty
7347,MLIM,7347,1A,,6,,Th 06:30PM - 09:20PM,RM206,09/12/2019 - 11/07/2019,,,,,,,,,,,,,Project management,,Open,0,100,0,TPG - Education Faculty
7349,MLIM,7349,1A,,6,,Sa 02:30PM - 05:20PM,RM104,09/21/2019 - 11/23/2019,,,,,,,,,,,,,Data science and learning analytics,,Open,0,100,0,TPG - Education Faculty
7352,MLIM,7352,1A,,6,,Mo 06:30PM - 09:20PM,RM104,09/09/2019 - 11/11/2019,,,,,,,,,,,,,Information technology and intellectual property law in education,,Open,0,100,0,TPG - Education Faculty
7001,MNPM,7001,1A,,6,,Sa 01:30PM - 04:20PM,CPD-3.15,09/07/2019 - 11/30/2019,,Sa 09:30AM - 12:20PM,CPD-2.14,10/05/2019 - 10/05/2019,,,,,,,,,"Public governance, structure and dynamics of the nonprofit sector in Greater China",,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7002,MNPM,7002,1A,,6,,Su 09:30AM - 04:20PM,CPD-3.15,09/08/2019 - 09/15/2019,,Fr 09:30AM - 12:20PM,CPD-LG.08,10/04/2019 - 11/29/2019,,,,,,,,,Foundations of the nonprofit sector in comparative perspective,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7003,MNPM,7003,1A,,6,,Th 06:30PM - 09:20PM,CPD-LG.63,09/05/2019 - 09/12/2019,,Th 09:30AM - 12:20PM,MW103,09/05/2019 - 09/12/2019,,Fr 09:30AM - 12:20PM,MW103,09/06/2019 - 11/29/2019,,Su 09:30AM - 04:20PM,CPD-3.29,10/06/2019 - 10/13/2019,"Managing nonprofit organisations: issues, tools and challenges",,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7005,MNPM,7005,1A,,6,,Su 09:30AM - 04:20PM,CPD-3.15,10/27/2019 - 12/01/2019,,,,,,,,,,,,,Strategic management of nonprofit organisations,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7009,MNPM,7009,1A,,6,,Fr 06:30PM - 09:20PM,CPD-LG.17,09/06/2019 - 09/13/2019,,Sa 09:30AM - 12:20PM,JLG04,09/07/2019 - 11/30/2019,,Th 06:30PM - 09:20PM,CPD-LG.63,10/03/2019 - 11/28/2019,,,,,Contemporary issues in effective philanthropy,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6101,MSBH,6101,1A,,6,,Tu 07:00PM - 09:50PM,CPD-2.42,09/03/2019 - 12/10/2019,,,,,,,,,,,,,Counselling and psychotherapy,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
6106,MSBH,6106,1A,,6,,Fr 07:00PM - 09:50PM,MB141,09/06/2019 - 11/29/2019,,,,,,,,,,,,,Abnormal psychology,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7001,MSBH,7001,1A,,6,,Mo 07:00PM - 09:50PM,MW103,09/16/2019 - 12/09/2019,,,,,,,,,,,,,Introduction to behavioral health,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7005,MSBH,7005,1A,,6,,We 07:00PM - 09:50PM,MWT3,09/11/2019 - 12/04/2019,,,,,,,,,,,,,Scientific inquiry and research methods in behavioral health,,Open,0,100,0,TPG - Dept of Soc Work & Social Admi
7102,NURS,7102,1A,,6,,Fr 06:00PM - 08:50PM,LE8,09/06/2019 - 11/22/2019,,,,,,,,,,,,,Research Methods for Health Professionals,,Open,0,100,0,TPG - School of Nursing
7106,NURS,7106,1A,,6,,Tu 06:00PM - 08:50PM,MB121,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Epidemiology and Critical Appraisal,,Open,0,100,0,TPG - School of Nursing
7201,NURS,7201,1A,,6,,Mo 06:00PM - 08:50PM,KKLG110,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Legal and Ethical Issues in Nursing,,Open,0,100,0,TPG - School of Nursing
8224,NURS,8224,1A,,6,,Th 06:00PM - 08:50PM,JLG05,09/05/2019 - 10/31/2019,,Mo 06:00PM - 08:50PM,KKLG104,10/14/2019 - 10/14/2019,,,,,,,,,Translational Nursing Research,,Open,0,100,0,TPG - School of Nursing
8239,NURS,8239,1A,,6,,Tu 06:00PM - 08:50PM,KB111,09/03/2019 - 11/19/2019,,,,,,,,,,,,,Advanced Practice Nursing Roles in Critical Care,,Open,0,100,0,TPG - School of Nursing
8245,NURS,8245,1A,,6,,Mo 06:00PM - 08:50PM,MB256,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Managing Emergencies in Critical Care,,Open,0,100,0,TPG - School of Nursing
8250,NURS,8250,1A,,6,,Mo 06:00PM - 08:50PM,MB151,09/02/2019 - 11/18/2019,,,,,,,,,,,,,Organizational Development and Global Trend,,Open,0,100,0,TPG - School of Nursing
6008,PATH,6008,1A,,6,,SaSu 09:00AM - 09:50AM,QT 6-036,10/06/2019 - 10/19/2019,,,,,,,,,,,,,Molecular Microbiology and Infectious Diseases Update,,Open,0,100,0,TPG - Dept of Pathology
6100,PATH,6100,1A,,6,,Sa 02:00PM - 03:50PM,QTLT,09/07/2019 - 11/23/2019,,,,,,,,,,,,,Laboratory Methods and Instrumentation,,Open,0,100,0,TPG - Dept of Pathology
6205,PATH,6205,1A,,6,,Fr 02:30PM - 05:20PM,QT 6-035,09/20/2019 - 11/08/2019,,Fr 02:30PM - 04:20PM,QT 6-035,11/01/2019 - 11/01/2019,,Fr 02:00PM - 04:50PM,QT 6-035,11/15/2019 - 11/15/2019,,,,,Molecular and clinical laboratory immunology methods and applications,,Open,0,100,0,TPG - Dept of Pathology
6207,PATH,6207,1A,,6,,Tu 02:00PM - 03:50PM,QT 6-035,10/08/2019 - 10/08/2019,,Tu 02:00PM - 04:50PM,QT 6-035,10/15/2019 - 01/07/2020,,Tu 02:00PM - 05:50PM,QT 6-035,10/22/2019 - 01/14/2020,,,,,Techniques and applications of molecular pathology,,Open,0,100,0,TPG - Dept of Pathology
6300,PATH,6300,1A,,6,,Mo 06:30PM - 08:20PM,QT 6-035,09/02/2019 - 11/11/2019,,,,,,,,,,,,,General Cytopathology,,Open,0,100,0,TPG - Dept of Pathology
6600,PATH,6600,1A,,6,,Th 06:30PM - 08:20PM,QT 6-035,09/05/2019 - 11/07/2019,,,,,,,,,,,,,Fundamentals of Common Human Diseases,,Open,0,100,0,TPG - Dept of Pathology
8014,PCLL,8014,1A,,6,,Sa 08:30AM - 05:50PM,CPD-1.19,10/19/2019 - 10/19/2019,,Sa 09:30AM - 04:20PM,CPD-1.19,10/26/2019 - 10/26/2019,,,,,,,,,Civil Advocacy,,Open,0,100,0,TPG - Dept of Prof Legal Education
8051,PCLL,8051,1A,,6,,Mo 06:30PM - 09:20PM,CPD-2.40,09/23/2019 - 11/11/2019,,Tu 06:30PM - 09:20PM,CPD-1.19,09/24/2019 - 11/12/2019,,We 06:30PM - 09:20PM,CPD-3.27,09/25/2019 - 11/13/2019,,Sa 08:30AM - 04:20PM,CPD-1.19,09/28/2019 - 11/16/2019,Criminal Advocacy,,Open,0,100,0,TPG - Dept of Prof Legal Education
6100,PHAR,6100,1A,,6,,We 06:30PM - 08:20PM,FMMLT3,09/04/2019 - 11/20/2019,,,,,,,,,,,,,Principles of Drug Action,,Open,0,100,0,TPG - Dept of Pharmacology & Pharmac
6004,POLI,6004,1A,,6,,Tu 06:30PM - 09:20PM,CBC,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Theories of international relations,,Open,0,100,0,TPG - Dept of Politics & Public Admi
6005,POLI,6005,1A,,6,,Mo 06:30PM - 09:20PM,CPD-LG.17,09/02/2019 - 11/25/2019,,,,,,,,,,,,,International organizations,,Open,0,100,0,TPG - Dept of Politics & Public Admi
6010,POLI,6010,1A,,6,,Th 06:30PM - 09:20PM,CPD-2.16,09/05/2019 - 11/28/2019,,,,,,,,,,,,,Chinese foreign policy,,Open,0,100,0,TPG - Dept of Politics & Public Admi
6041,POLI,6041,1A,,6,,Sa 09:30AM - 05:20PM,MB237,09/21/2019 - 11/02/2019,,We 06:30PM - 09:20PM,MB237,09/25/2019 - 11/06/2019,,,,,,,,,Special topics in Asia Pacific international relations (II),,Open,0,100,0,TPG - Dept of Politics & Public Admi
6045,POLI,6045,1A,,6,,Fr 06:30PM - 09:20PM,CPD-LG.18,09/06/2019 - 11/29/2019,,,,,,,,,,,,,The politics of global inequality,,Open,0,100,0,TPG - Dept of Politics & Public Admi
7002,POLI,7002,1A,,6,,Sa 09:30AM - 12:20PM,CPD-LG.34,09/07/2019 - 11/30/2019,,,,,,,,,,,,,Public administration: scope and issues,,Open,0,100,0,TPG - Dept of Politics & Public Admi
8009,POLI,8009,1A,,6,,We 06:30PM - 09:20PM,CPD-2.16,09/04/2019 - 11/27/2019,,,,,,,,,,,,,Policy design and analysis,,Open,0,100,0,TPG - Dept of Politics & Public Admi
8021,POLI,8021,1A,,6,,Mo 06:30PM - 09:20PM,KB112,09/02/2019 - 11/25/2019,,,,,,,,,,,,,Organizational theory and management,,Open,0,100,0,TPG - Dept of Politics & Public Admi
8026,POLI,8026,1A,,6,,Sa 09:00AM - 05:50PM,CPD-1.24,09/07/2019 - 11/30/2019,,,,,,,,,,,,,Workshop in managerial skills,,Open,0,100,0,TPG - Dept of Politics & Public Admi
8027,POLI,8027,1A,,6,,Sa 02:00PM - 04:50PM,CPD-2.37,09/07/2019 - 11/30/2019,,,,,,,,,,,,,Public administration in Hong Kong,,Open,0,100,0,TPG - Dept of Politics & Public Admi
8029,POLI,8029,1A,,6,,Tu 06:30PM - 09:20PM,CPD-2.45,09/03/2019 - 11/26/2019,,,,,,,,,,,,,Non-profit management,,Open,0,100,0,TPG - Dept of Politics & Public Admi
